<<<<<<< HEAD
binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,uniform corr 2,pd qcut2,outliers 2,semi_constant_1,random label num 3,multicollinearity 1,duplicate_2,constant_1,outliers 1,random choice 7,semi_constant_2,random choice 2,random choice 4,pd qcut3,informative_2,correlated w target 2,informative_1,pd qcut1,standard scaling,min max scaling,multicollinearity 3,correlated w target 1,uniform corr 1,multicollinearity 4,target,corr_feature_class,duplicate_1,random label num 14,multicollinearity 2,constant_2,class
binary_1,,Martinez,1935-03-20,,parksmichael@example.net,,,,,,,0.8931457882707341,q_const_0,label num lo 1,-1.324385314843449,0.6640066001907508,constant_value,,Tuesday,q_const_0,Rand Choice 2,South,G5,0.6640066001907508,0.5273768887375925,0.5210909070320509,High,43385.91750027974,172.03887888926351,1.0977885964216156,,0.3171610035254185,0.0879388835813807,1.4902846231827178,1.197105984809633,0.5210909070320509,,-1.8574781929373125,constant_value,1
binary_1,,Wiley,1973-11-02,272-400-2420x6894,,,North Joyview,NV,63165,0.7072163211536474,,0.8586928732489416,q_const_0,label num lo 3,,1.0453063757400651,constant_value,0.22762943778787798,Thursday,q_const_0,Rand Choice 1,West,,1.0453063757400651,0.19212641669674024,1.298410809303382,High,,242.67538839264552,-0.09297447291559732,,0.5517266422310028,-0.06172999105595926,2.077177886048961,2.14386022577322,1.298410809303382,,1.0188271867530345,constant_value,1
binary_2,Samuel,Schroeder,1996-08-27,+1-978-551-3675x40559,valexander@example.net,,,,,,Q2,1.4289634380808216,q_const_0,label num lo 1,-0.9690157072204253,-0.21730425574735168,constant_value,0.2520356084630375,Wednesday,q_const_0,Rand Choice 1,North,G4,-0.21730425574735168,-4.988570391455785,-0.6860766332166293,Low,41547.29455252406,,-0.5307249118912676,,,-0.9104492193973276,-0.04039569818845051,2.4697885419380894,-0.6860766332166293,label num hi 12,-1.1254913125477297,constant_value,0
binary_1,Samantha,Brooks,2004-04-05,,tracy12@example.org,96975 Wood Ways,,DC,,0.6227514022924651,Q4,2.0607044720792116,q_const_0,,-1.0343157128475557,2.7119608896597107,constant_value,-1.7530285942420727,Friday,q_const_0,Rand Choice 1,East,G6,2.7119608896597107,1.7415093227776872,2.9251395877620867,High,50249.54974135624,327.4141134818149,-0.7726384762329452,1.9019232083298445,,-0.5534500597394939,5.165736554096395,-0.5503447757431297,2.9251395877620867,,-1.042961314774471,constant_value,1
binary_2,Michael,Pittman,1962-06-22,,mhernandez@example.com,38529 Hawkins Plains Apt. 748,Lake Garymouth,,46304,0.9203322817853807,,5.873118659432868,q_const_0,,-0.9995194643368956,1.646367141258015,constant_value,1.229917126627012,Monday,q_const_0,Rand Choice 1,,G6,1.646367141258015,4.66950866551329,1.882030027039841,High,43126.47188795565,254.75735831736762,-0.5316531076292002,0.21746846451944468,0.9097290614141245,-0.008739149448110163,3.1919319238247565,1.6848505728171037,1.882030027039841,label num hi 4,0.1944955167367505,constant_value,1
binary_2,Robert,Davis,2012-09-07,+1-234-399-2712,strongronald@example.org,,,,06891,0.3290073308790846,Q3,3.81645563086707,q_const_0,label num lo 1,-0.1683460750666581,1.0474848470309324,constant_value,-0.998142540455662,Saturday,q_const_0,Rand Choice 2,North,G5,1.0474848470309324,3.017026800769741,1.0198391116840506,High,61352.399413929415,,-2.0099083348519136,3.92731649570383,0.4026103916345565,-1.5678130374379626,2.16415341226954,4.223281615259811,1.0198391116840506,label num hi 6,0.5761196240194475,constant_value,1
binary_1,Angel,Hall,1960-09-30,+1-350-607-9886x723,sanchezvalerie@example.net,0035 Thomas Freeway Apt. 735,,VA,97732,0.737984516967462,Q2,1.705230732067046,q_const_0,,,-0.8983006964065531,constant_value,0.5280661791961612,Wednesday,q_const_0,Rand Choice 1,,,-0.8983006964065531,-0.9358159425201515,-0.3714869425311782,Low,38795.49170616505,,-1.1085193208793627,-1.241789706612662,,-1.313157527876787,-1.5917313144198164,-1.6879658427166477,-0.3714869425311782,label num hi 2,0.3113156917769883,constant_value,0
binary_1,Sophia,Weber,2010-06-19,(341)913-0349x6591,,8394 Dixon Fields,New Emilyton,WY,01086,0.6236093185513423,,3.4955531596997753,q_const_0,label num lo 3,,1.5115778404585067,constant_value,-1.4255393041109214,Sunday,q_const_0,Rand Choice 2,North,,1.5115778404585067,3.117673165412723,-2.409975872086312,High,,229.2321142514224,-0.813044297731298,,0.8186340126242309,-0.5867706310085474,4.171443967670781,8.877052810975679,-2.409975872086312,,0.4052701607870503,constant_value,1
,Wendy,Simmons,1979-02-24,,,,,,,0.4791424399193395,Q3,3.599627481835604,q_const_0,label num lo 3,,0.4724066441252236,constant_value,-0.46665060989467283,Tuesday,q_const_0,Rand Choice 2,,G5,0.4724066441252236,1.6784258549583813,0.5508509886724762,High,,,2.420406988141806,,,2.0860183974343487,1.0711718257205494,4.024028705077842,0.5508509886724762,,1.5136950721090234,constant_value,0
binary_2,,Cortez,1935-05-24,001-511-611-7908x894,,,Williamsstad,WA,51455,0.9347162427750024,Q4,3.773779809495809,q_const_0,label num lo 3,0.8784202261243018,1.8961937668539977,constant_value,-2.3126845367862194,Friday,q_const_0,Rand Choice 2,West,,1.8961937668539977,3.432190777703958,-1.287894198500732,High,63387.38181270932,,-0.24326660828862792,,0.864330944941488,-0.36059543377801107,4.663571335859559,,-1.287894198500732,,0.6761375999332293,constant_value,1
binary_1,,Perry,1920-08-30,,,,,,,0.40166110902379404,Q2,0.7546978764946743,q_const_0,label num lo 2,0.021207876830633136,-0.41349414144382024,constant_value,-0.9221913879785789,Saturday,q_const_0,Rand Choice 1,West,G4,-0.41349414144382024,,-2.044462049230024,Low,44016.35966062185,351.81096861079976,1.8092425972107906,,0.6672587934136521,0.8008485407953901,-0.05917940201608718,3.936121009498544,-2.044462049230024,label num hi 5,-1.6749727442646332,constant_value,1
binary_1,Lori,Taylor,1911-03-22,,gonzalesbrian@example.com,1127 Perez Drive,East Lindseyhaven,ME,04457,0.1225323944884057,Q1,2.9799920581165535,q_const_0,label num lo 1,0.7590687210707134,-1.3398820467032777,constant_value,-0.45376372597406717,Saturday,q_const_0,Rand Choice 2,North,,-1.3398820467032777,-6.146545764151662,-0.8852896287436569,Low,,251.37361339672873,,,0.20975081429093373,-0.22811563857513412,-2.385582206089156,-1.5390099104179322,-0.8852896287436569,label num hi 3,1.0064803968117322,constant_value,0
,Roy,Sanchez,1970-07-23,244.391.2854,thomas55@example.net,,,,,0.5334853221443627,,5.517401905847948,q_const_0,label num lo 2,,0.9747731471654596,constant_value,0.21798457089960513,Thursday,q_const_0,Rand Choice 2,West,G5,0.9747731471654596,1.5707416286515905,1.0241831340573713,High,,356.2527599236681,-0.6263777412123539,,0.1654781250288846,-0.528536222157041,2.0071546527859363,4.54395650474885,1.0241831340573713,label num hi 11,-1.2120328608665742,constant_value,1
binary_1,,Farrell,1947-12-30,001-740-996-9226x554,,1204 Erickson Field Suite 915,New Josephton,,40954,0.47305621032975254,Q2,4.01085058245542,q_const_0,label num lo 1,0.1555753302190596,-0.5603828863589755,constant_value,-0.08703536689186828,Sunday,q_const_0,Rand Choice 2,,G3,-0.5603828863589755,-0.11717624618026323,2.772118783740503,Low,63400.67152523166,,0.8006087810013482,1.138868022835084,0.7344524645438346,1.0877356363788997,-1.796914443713002,2.5053060737091215,2.772118783740503,label num hi 4,0.32440018630314144,constant_value,0
binary_1,Briana,Davenport,1975-12-08,001-782-660-4166x282,ronaldmack@example.net,1268 Nicole Cape,,,43965,0.9993089403035694,,2.1761687032999415,q_const_0,label num lo 2,,2.9689279268649393,constant_value,,Thursday,q_const_0,Rand Choice 1,,G6,2.9689279268649393,6.482946808305138,2.894620275821785,,,,-0.0711979463865358,,,0.3199637299207815,5.725060088355324,5.164953953985819,2.894620275821785,,-0.21240796755267155,constant_value,1
binary_1,Penny,Shah,1996-10-14,761-992-7420,andersonmichael@example.com,,Cassandraland,MT,06088,0.22025772082635953,,,q_const_0,label num lo 3,0.3557625509798776,-2.6249741737657706,constant_value,0.7048581178073986,Monday,q_const_0,Rand Choice 2,East,G1,-2.6249741737657706,-1.9364250640244074,-1.5337204517022132,Low,63455.326654348115,328.42886063420895,-1.5994321708786639,,0.11586973591826855,-1.4541231457699835,-4.94606867736609,0.7562389488543872,-1.5337204517022132,label num hi 9,1.078193945153533,constant_value,0
binary_2,Robert,Jordan,1952-08-19,+1-837-941-0737x70305,bhoffman@example.com,60928 Patterson Unions,,,50982,0.4970836549219261,Q3,1.6034547996391995,q_const_0,label num lo 2,0.10129537078541735,-0.06760796056650875,constant_value,0.24013140908345987,Friday,q_const_0,Rand Choice 2,South,,-0.06760796056650875,-1.8137996178902889,0.02098191690910778,High,55113.751804521286,,,,0.47924627588020335,-0.4727646752439508,0.07126907475273472,2.2145093845902535,0.02098191690910778,,0.596448030561039,constant_value,1
binary_1,Julie,Gonzalez,1998-04-09,487-591-7156x232,,,Stephenburgh,CA,78075,,Q1,5.253087060559034,q_const_0,label num lo 3,1.718381183409888,-1.2217076521647443,constant_value,0.1985614791576747,Friday,q_const_0,Rand Choice 2,South,,-1.2217076521647443,-4.955161506020895,1.8443231378056928,Low,38381.20842980872,317.20515010975964,-1.0163217342672468,,0.530269906188035,-0.8582716985650682,-2.939031799307607,-3.016066597564155,1.8443231378056928,label num hi 7,2.7765962749522815,constant_value,0
binary_1,Joanna,Wright,1913-09-04,2227841166,joseph39@example.org,4359 Black Streets Suite 688,Alexandrabury,VT,07153,0.6056554935254848,,0.8528640810420809,q_const_0,label num lo 3,0.8881732565170267,0.961774366183153,constant_value,0.5144678957792096,Monday,q_const_0,Rand Choice 2,East,G5,0.961774366183153,3.682783435004818,1.0483525417087796,High,45588.428202947274,,0.19288374454999466,,0.9124916225280559,0.12115483236728732,1.9721758144260035,8.996198134022514,1.0483525417087796,label num hi 4,0.45718176780167125,constant_value,1
binary_2,Zachary,Lin,2000-04-09,+1-994-945-3358x9018,smithjason@example.com,7783 Williams Canyon Apt. 031,Mariachester,,16017,,Q1,5.263426950938699,q_const_0,,0.3197432988270484,-0.8989091039422038,constant_value,0.913964280463687,Friday,q_const_0,Rand Choice 1,,G3,-0.8989091039422038,-2.280580376596367,2.4004610305674445,Low,50689.16581012402,,-1.0837340655758725,1.9048518411056552,,-1.1375021533771215,-2.4120682514447593,3.4489805217837803,2.4004610305674445,label num hi 12,-0.5640704823573066,constant_value,0
binary_2,Christopher,Mueller,1944-01-09,,zshelton@example.net,015 Heidi Lights,,WA,07154,,,3.7946037967949575,q_const_0,,-0.12786756048588188,-0.9198365268034259,constant_value,0.29422306954752153,Thursday,q_const_0,Rand Choice 2,West,G3,-0.9198365268034259,-3.246276005458761,-0.9062701513138482,Low,,,1.8193286196786467,,,1.95323499090299,-1.479837561849778,-3.8450167356241156,-0.9062701513138482,label num hi 5,0.5689598305577676,constant_value,0
binary_2,,King,1917-09-20,340.437.7044,meganhoover@example.net,3849 Williams Tunnel Suite 654,Meghanburgh,KY,87522,,,6.048222833370906,q_const_0,label num lo 2,1.074481041079,-0.812080630970504,constant_value,0.9630663757749043,Saturday,q_const_0,Rand Choice 1,North,G3,-0.812080630970504,-2.8789054067951128,0.6856439278887565,Low,55088.02410986304,427.1069976356509,,,,-0.3990876045938176,-1.719440301667864,0.14028930713161203,0.6856439278887565,label num hi 5,1.3256022644237624,constant_value,0
,,Davis,1928-07-20,,sjenkins@example.net,5889 Poole Plain Apt. 672,Carolinestad,AZ,,0.6196256471017335,,1.0006261841646322,q_const_0_1,label num lo 2,,0.08777843129015706,constant_value,-0.4999670463698657,Monday,q_const_0,Rand Choice 1,North,,0.08777843129015706,-0.6401796210305625,-0.042585889530903476,High,77787.66551099523,413.3525183078203,-0.5837044063031503,,0.4707891450219847,-0.9194006120824793,0.42281822091030685,4.051740576138274,-0.042585889530903476,,-1.1142534314363939,constant_value,1
binary_1,Janet,Lewis,1951-06-28,+1-480-724-5498x96009,,,,,02612,,Q4,0.867068277944127,q_const_0,label num lo 2,1.6642703396267298,2.995192146813761,constant_value,-0.3114417285091727,Thursday,q_const_0,Rand Choice 1,South,,2.995192146813761,5.309883843340168,-1.5108282778358584,High,,354.26007889344226,1.14867211453291,1.2506046331813643,0.8076116071097352,0.7933722658858128,7.08299431672875,,-1.5108282778358584,,0.7772609466299674,constant_value,1
,Brian,Green,1925-09-06,,marymcdaniel@example.com,,,,,,Q2,,q_const_0,label num lo 3,0.843354238745077,-0.2932547227154315,constant_value,2.3202501899048382,Thursday,q_const_0,Rand Choice 2,South,G4,-0.2932547227154315,,-0.899755982803224,Low,41964.9736830171,158.09435493021124,1.6407579956270901,0.12665065025030597,,1.8946359347864374,-0.13991053620578175,1.5112277993160506,-0.899755982803224,label num hi 14,1.0024975522023785,constant_value,0
,Brandi,Campbell,2001-11-05,,morenoelizabeth@example.org,,Lake Brandy,DE,32788,0.01949126349407948,,1.3202439309816172,q_const_0,label num lo 1,1.1548668392688188,-2.760416315820616,constant_value,-2.872675439598398,Tuesday,q_const_0,Rand Choice 1,,,-2.760416315820616,-0.7499812642571015,-1.561028039293678,Low,37216.232525103835,,-0.23529618801589158,,0.0632360125356502,-0.9143985879912501,-5.22805519092952,1.3374734387490768,-1.561028039293678,label num hi 2,-0.9558645913257809,constant_value,0
,Laura,Hardin,2022-07-09,690-643-0497x942,tiffany05@example.org,4339 Jason Course,West Stephanie,PW,63110,,,1.0289697319042042,q_const_0,label num lo 3,1.3968184549290759,0.656203460639147,constant_value,0.6391371350963891,Thursday,q_const_0,Rand Choice 1,East,,0.656203460639147,3.812715656494898,0.8097918273664589,High,48511.96818158678,368.867825427369,-0.13329643539636266,,0.7539182268358602,0.8183916991355757,1.388270723536752,3.654025893286127,0.8097918273664589,,1.1492118407914165,constant_value,1
binary_1,Sarah,Melendez,1953-10-24,+1-503-692-6808,,,Nathanburgh,AZ,89388,0.0908424895490052,Q1,7.87512874663748,q_const_0,label num lo 3,-0.25949580366147357,-1.2469570718594878,constant_value,-0.5747144881252115,Tuesday,q_const_0,Rand Choice 1,East,,-1.2469570718594878,,1.9191488524234055,Low,56572.043033931215,77.69110947994712,-0.03669339343092678,,0.35573680680553565,0.38618036529382127,-3.0152134439179354,3.595230357533029,1.9191488524234055,,-0.29900492556903513,constant_value,0
binary_2,Shaun,Johnson,1937-07-23,(437)335-7038x6048,robert77@example.org,671 John View Apt. 482,Lake Pamela,,39891,0.4874645681990563,,1.0790015255812306,q_const_0,label num lo 2,-0.32058385837267517,-0.7309448849904976,constant_value,-0.42334450797698453,Friday,q_const_0,Rand Choice 1,,,-0.7309448849904976,-1.232745643658222,0.13029209697270694,Low,38905.756168787506,460.7555619202129,0.09312070624786205,,0.2645813251083567,-0.49085000332811535,-1.3815935095268763,1.2840337584199353,0.13029209697270694,label num hi 10,-0.009344049070761374,constant_value,0
binary_1,Natalie,Gonzalez,1936-01-07,,clarencecarey@example.net,29823 Moran Fort Apt. 645,Haynesview,,,,,0.3836527603018629,q_const_0,,,0.5587087380473019,constant_value,0.44918003193988587,Monday,q_const_0,Rand Choice 2,North,,0.5587087380473019,,0.14496917450032587,High,,,,,0.7299679794132408,-0.8525650855766364,1.3759183149321608,-0.2013119536065675,0.14496917450032587,,0.8512828350147795,constant_value,1
binary_2,,Shea,1957-01-13,430-953-4045,,0602 Tammy Mountain,South Joseph,,05212,,,2.6782433289244993,q_const_0,,-0.4095987159289651,0.11493125818958094,constant_value,0.3652705438806534,Thursday,q_const_0,Rand Choice 1,,,0.11493125818958094,-0.16830109937119164,-0.42624557298219345,High,56794.2077563312,,-0.4384305632718786,,,-0.5103230400073826,0.5943279948739858,0.9668473968047131,-0.42624557298219345,,-0.02468032239054892,constant_value,1
,Derrick,Sparks,1923-09-10,,briggsdavid@example.com,2525 William Forest Suite 129,South Ritaton,IL,95638,,Q2,3.041070121146996,q_const_0,label num lo 2,-0.75049221649288,-0.4450183091822124,constant_value,1.171843766435441,Saturday,q_const_0,Rand Choice 2,East,,-0.4450183091822124,-1.8167326199894602,2.329717580598092,Low,,,-0.10569512572515603,,0.5868604829032733,0.01268260338498036,-1.4191389312861908,-0.221595863370744,2.329717580598092,,-0.7621855374331783,constant_value,0
binary_1,Laura,Jones,2012-10-14,,jennifer21@example.org,484 Martinez Wells,South Paul,,,0.9558685279124713,,3.888543376060248,q_const_0,,-0.7485929172084702,1.512194632326083,constant_value,1.863698456522216,Saturday,q_const_0,Rand Choice 2,,,1.512194632326083,4.522939580918107,-2.1948657473081274,,,217.48121250843502,0.8253305591089144,4.899690530762685,0.9619155330727844,0.642174078088799,4.109205757904186,3.3924702422937396,-2.1948657473081274,,-1.6709118471638045,constant_value,1
,,Romero,2017-10-07,,jessecastro@example.net,539 Davis Point Apt. 449,,NV,96155,0.7867133812545393,,4.0922945811873594,q_const_0,label num lo 2,1.2607674690773614,2.123718114410471,constant_value,-2.728213499756466,Friday,q_const_0,Rand Choice 1,North,G6,2.123718114410471,3.393840035845102,-1.6827267296424382,High,42373.710433274115,276.89641096537036,0.8308724128172869,,0.6515531516688133,0.8683528443682563,5.267486574858544,0.7565228875187917,-1.6827267296424382,label num hi 2,1.8851822901120148,constant_value,1
binary_1,Tammy,Wells,1997-02-23,,upierce@example.org,,,,,0.739028376189272,Q2,2.660848460219215,q_const_0,label num lo 2,-0.2755100384148617,-1.0880569766875943,constant_value,-0.2810894135575914,Tuesday,q_const_0,Rand Choice 1,North,G3,-1.0880569766875943,-2.7928676273057906,-0.1443286617608046,Low,,405.2401195455374,,-1.5002381194662706,,-1.3386817680281908,-2.0652215127177107,1.0610795619443616,-0.1443286617608046,,0.8698833669100102,constant_value,0
binary_2,Peter,Roberson,1996-09-28,,gregorygonzales@example.net,869 John Shoal,Michelleville,MO,,,,0.39727455883357443,q_const_0,label num lo 3,-0.9205621871202944,0.5716866557157456,constant_value,-0.5176246733323328,Thursday,q_const_0,Rand Choice 1,,G5,0.5716866557157456,0.9610634546488651,0.906801029755135,High,,330.1658945002766,-0.18366147677513997,0.8068224720035583,,-0.055961974852329836,1.1786108264025483,,0.906801029755135,label num hi 4,-1.0864284809364575,constant_value,1
,Ronald,Park,2012-06-04,+1-717-954-6373x539,bdavis@example.com,,,,,,,3.3517404072757113,q_const_0,label num lo 2,0.04877292948210058,0.5445669500931893,constant_value,-1.2874323559679306,Thursday,q_const_0,Rand Choice 1,South,,0.5445669500931893,2.4837953817275373,0.7668533812999103,High,,423.70275758147454,0.06839514732159718,-3.8159674553148815,0.6304255320399748,,1.161883476541389,1.3685057658136577,0.7668533812999103,,-0.8384011844468654,constant_value,1
binary_1,,Lee,2012-05-31,491.474.9745,breed@example.org,,West Daveview,UT,34119,0.324421764227184,Q1,2.3644566713033877,q_const_0,label num lo 2,-0.5191814665758736,-1.041849105036455,constant_value,0.2396785569728297,Tuesday,q_const_0,Rand Choice 2,West,,-1.041849105036455,-1.1812049309364299,1.0576760656314912,Low,56190.23168642738,,0.8319632289277272,0.5781157902728833,,1.4682420625275268,-2.321424547727068,3.151413943069196,1.0576760656314912,,-1.142252896714222,constant_value,0
binary_1,,Montgomery,1924-11-30,(804)327-4326x873,kgonzalez@example.com,,Nathanbury,MD,19617,0.6032725710353798,Q1,3.6466165315904586,q_const_0,label num lo 1,0.4208357727012141,-1.460128564790036,constant_value,1.247467516930127,Wednesday,q_const_0,Rand Choice 2,North,G2,-1.460128564790036,-1.9202273949120574,-1.1339476976604566,,57575.44587067041,,0.08303193413330218,,,0.14213659563830464,-2.5696236909455057,3.684113822179183,-1.1339476976604566,label num hi 12,0.09574328986991118,constant_value,0
binary_1,Lauren,Harmon,1988-11-24,,dawnlopez@example.org,,Vazquezmouth,MP,,0.49621979738679917,,0.48666925169725417,q_const_0,label num lo 3,,-0.5389624776428736,constant_value,1.1432133750737064,Monday,q_const_0,Rand Choice 1,South,,-0.5389624776428736,-0.5591584105994072,-0.8093376111763627,Low,38901.13613368604,,0.5923607953329707,3.305871425310963,,0.2799758185935394,-0.6928203514668745,-0.701335243977288,-0.8093376111763627,label num hi 7,-0.21522220075781784,constant_value,0
binary_1,Brooke,Cisneros,1995-09-25,+1-439-616-9010x106,david85@example.com,2163 Mary Common Apt. 895,North Phillipland,,,,Q1,1.4541634252160374,q_const_0,label num lo 1,,-1.2472171113368977,constant_value,0.6894206136579986,Tuesday,q_const_0,Rand Choice 1,South,,-1.2472171113368977,-4.8304181813974,1.8932669458344986,,58996.18930672225,470.39781296480237,-0.9024161549236206,-0.6295039941677668,,-0.8890221337997047,-3.0081229416101323,3.5799215751555895,1.8932669458344986,label num hi 6,1.5401613475679903,constant_value,0
binary_2,Benjamin,Flynn,1915-03-31,,,,,,,0.03999489232265497,Q2,1.4672166524504586,q_const_0,label num lo 1,,-0.5200528759294801,constant_value,0.3098411177289731,Friday,q_const_0,Rand Choice 2,North,,-0.5200528759294801,0.4281179828621544,0.5697455537949618,Low,,,,,0.1743613273001267,-0.9707150956073861,-1.0598055849269172,2.5843381512690415,0.5697455537949618,,-0.3548781162288088,constant_value,0
binary_1,Christine,Harrington,1918-04-17,405.426.3771x50572,moorevictoria@example.com,6144 Elijah Inlet,Smithborough,OR,53798,0.6804756791190708,Q4,2.601899970433144,q_const_0,,0.07574133107249552,1.180678340493937,constant_value,1.086179414020628,Thursday,q_const_0,Rand Choice 1,South,G6,1.180678340493937,0.13884455393395712,-1.2362469774398837,High,,340.3214273475801,0.6023095579559923,,0.8623670140053625,-0.1110476357439744,3.11600406435852,0.7870331147785945,-1.2362469774398837,,0.3860858361884588,constant_value,1
binary_1,,Fernandez,1990-02-18,218.603.4055x04337,paulwashington@example.com,107 Stephanie Orchard,South Trevor,AZ,,0.3240647492982744,Q1,2.429347872003459,q_const_0,label num lo 1,-1.0790062505485847,-1.8636074668229266,constant_value,-1.652182104639215,Saturday,q_const_0,Rand Choice 2,South,,-1.8636074668229266,-5.044861837943412,-1.3529848014549868,Low,,,-2.0521364988941477,1.6990517018196176,0.07832030814024095,-1.0802525725820118,-3.3689716389187483,2.081320664629571,-1.3529848014549868,,-0.8713851813341933,constant_value,0
